X1,X2,X3,Y
6.929145744789999,8.787209869928688,2.6867963722915698,22.27564672038043
7.702155504654636,2.122345586265373,8.82857630783051,24.94444978706683
3.3695967249960024,8.768831841628009,5.421352205165938,26.523703542787807
1.7548107196621607,4.291745435775522,2.3591542055812504,13.583370176186666
7.5006592220251385,6.606803827748636,9.400556189805242,25.194703406944356
8.697368822520815,1.3378504238923674,7.514670242155837,25.802208973409456
6.122338934592168,8.631193219815565,2.6461169092281933,24.550721540810645
9.634623290750111,8.348173705475048,9.08839412208977,27.44397215194051
9.965226821999252,6.431215718533441,2.5611279076074105,27.96227702514534
5.509067416677416,7.5435597180313785,7.2361004532409074,20.906825509850552
8.43211528932866,9.88677295756967,4.258788626005499,26.6050950425112
4.634032695123432,7.935246328448274,2.5112407613912326,22.035979450821152
4.901025694377736,8.620759950562926,6.667981922545545,20.34176721864297
7.795783912923935,3.840712699450534,5.690496508363466,17.95677947023679
2.4836049235367925,2.5878255270371064,3.0614464302793256,13.431337670078962
4.082729806033434,6.771133445841827,1.9820136431562831,17.255648109066854
4.0421971702655775,8.190596378482066,7.6064699712575115,21.102091346209317
4.880645953848182,5.829773035356929,8.664049944099164,28.620357592055118
6.433152943299592,6.714282122966835,6.508962322674722,28.24154168546969
6.171931771407666,7.6136128259517255,6.15642916219066,23.024241501281605
1.3194333592552434,2.1394326637023084,3.086436230949117,9.98768692610616
1.5425641458075665,8.69626558927072,2.1456506890287983,18.896282365282566
4.124855688525011,1.461376042827845,1.4890214768903371,10.648137246548838
5.262724383380609,3.4283133073997414,1.066413139775642,16.446709280949776
3.8801592381660406,8.37429886572718,7.358850583640717,28.363095963022353
5.287380208501645,7.975607090422125,8.480042054412571,29.81123989442267
7.58182144388566,4.817758474417692,8.189817055887112,24.300345350515347
1.7994193489288264,8.892301020396665,8.381868265851704,20.551094224138197
6.957004224784336,5.874609495405853,1.21674534706477,17.007557675675137
2.452266229946951,9.654430175011525,6.137011529586231,26.86229538495674
4.400372135026082,9.507475024069691,7.572600759242328,21.52000040342962
2.2056519328069712,2.9968487807309305,3.5697153532424064,17.99205406971936
7.193643263064755,6.821437551014617,1.106310493672504,22.979257496997285
8.684934065443663,2.9966021594625905,1.9568994446926546,16.78522677500404
6.631177346533868,8.909143885839617,9.546852496537063,26.459592787959963
8.556479194640346,8.868347523755752,4.058229879800672,26.38042540905503
5.009980028151914,1.5810292289491004,1.9340362827632007,13.298604580954969
8.0629139372683,7.219071410192269,5.617271095195524,25.063850989917547
4.218744700589534,1.3728706969524325,3.423055291939993,12.529894169465354
2.2251095391458646,5.359946268955551,5.568610566881468,13.995101177503976
1.556944416151572,6.6864688278271895,8.66510882145424,18.45171123145621
7.286709477642769,6.4031500463137485,8.605173439019321,25.87349562812667
4.080330849418329,8.721585925706473,4.683068811980137,26.56301306312652
4.668116691964041,8.881011945957166,1.4945784129742168,19.610640344813373
9.552266261572193,4.315940699553273,9.095757410360237,27.015245798937862
5.083994943329771,6.052327814614287,6.705476320082384,18.312176849197265
6.074835425103987,8.308342271329947,9.919285317967432,25.20165273777298
3.3520224455423344,9.305503135780429,7.6551041772736905,28.81912529441324
6.168624531803598,6.519258261072162,3.5847001164639227,23.515501180986995
6.45304769247582,6.173178602081577,8.945406470879902,25.53800494101587
4.7617177074098835,8.996735454651578,2.4847152080191632,23.90971328467983
7.518828063509834,2.886990218195016,8.254422235205327,23.483716882121886
9.841176905099491,6.2420864569779315,7.602900176101638,29.547440003749855
3.3887493274978167,6.841918945844163,3.902136251223008,14.14005167557524
7.0457111833687645,7.461619382089432,3.444017309415569,21.564148537142607
9.32182186303511,2.2392069238192467,8.148944315045334,27.44186739185553
1.4372196721593031,5.09019653704211,5.437314096035354,14.092853448336168
7.946991647725504,9.281837035761278,2.326310659201892,29.148930257850015
3.1195121478586696,4.769785853241524,1.4991252270135633,14.545335999057627
7.877187234564554,3.8990668636439825,1.6417088169070797,15.771740468775079
7.516427917133454,2.2866199422389477,2.371969003930947,21.203655741027255
8.189106392985822,2.778421036165894,6.25815669347407,18.15170477930436
7.05927267286095,8.094833155360869,3.702014890569269,19.395619470285304
7.122590063473008,6.523526464238,2.919105524528457,26.48996326627939
2.336127477727806,4.931078256938064,3.550637329475046,12.185518231178586
1.2776861600435998,1.78042664087594,2.213341876769822,11.185468525592302
1.7232162056465883,1.3310490121427985,5.354390803633415,14.996356326240807
5.3023169916363955,4.086938299853644,6.012452483351354,20.972747107780336
5.669754002421546,9.983277667813754,7.954622814524782,32.18835784397885
6.12703443932029,8.984379456570412,7.943142533428754,29.62987383859005
1.3009757020458628,3.866104655173088,1.015661298606569,7.622096984239617
