X,y
0.02296204388563927,7.559770886992259
1.0739406608175903,2.6624575966359627
0.5336503799050856,5.342420445827689
0.86953050133821,4.962640900240435
0.9074474126584129,10.376114193988226
0.5267781015021815,7.475727200246813
1.0011722261005966,10.310076492335215
1.7410371396735338,6.511434468099923
0.5968895828972658,5.651067043954016
0.3056785370992696,3.1286754940975046
1.5250216001503025,3.6281062435738747
1.060707344390355,6.606820924114162
0.0011437922558870106,4.07011075188394
1.8581972325292342,5.370221034170651
1.7574437556463685,8.320144942765939
0.1158503329883751,6.522768712938856
1.756019198408081,5.72254265681632
0.9719809266332275,7.397130756730625
0.13842503693676722,8.970008223100411
0.2567829289995256,2.338819521776383
0.9505647561974626,8.088219997384838
1.7448660821705149,7.9472386303277265
0.8462758804017738,6.337475442908271
1.4598621381799524,6.142174235446367
0.4023021267793918,8.508855851243032
1.299756115278907,9.04173350704282
0.8762001678290081,4.051680746729577
0.44939467406311473,4.524324959008025
0.6761711242949107,8.47025939464826
0.44043476890311895,7.241353428334357
0.14198617201806507,8.352798543874814
1.810840026012256,7.84932444162104
1.719270800507493,7.882807985859414
1.3379555565925612,10.15621618288426
0.4284736147408772,7.84911125688483
1.142086186650569,9.042225740888934
0.9453420526235883,9.368184421492401
0.3808198287237554,5.938602236801946
0.19386162845764665,8.217529425022919
0.93404933607335,7.9047630118512044
1.4581516989197012,6.893905028865667
0.19683574230391776,1.7229274280993487
0.8052425642045375,4.308980133322557
0.49731266784057127,7.42038011046198
0.380417816881623,3.4859677108304057
0.5570902893338809,5.728909346768116
0.499612895764201,5.5647188429965295
1.7226982095236612,5.1661203617424105
1.1006506248996961,11.428675544285898
1.6720551701599038,7.378227699782641
1.9379925145695025,7.9602098159952
0.33262222120782803,4.389648042525129
0.9712822509014369,5.83050362228764
0.11727079994435785,10.606257675346145
0.7579462379538322,8.669931967365944
1.5681412038971387,7.582421990980615
0.9100167346782866,2.8034644158869058
1.9908453789854277,9.542911564211966
1.1115366468112364,4.866048836306671
0.5934156509891284,5.7081582373934925
1.9374187299383177,8.83862591450858
1.4959511207581282,7.243432255125066
0.11433054581496616,6.320985118144542
1.7054397840965707,7.511134767171634
0.3148654558789665,9.453428377142902
0.3716499219614464,8.556307453819894
1.1900702129000553,5.042694004271914
0.23977322789424838,3.539656476591311
1.780574628258875,5.924666548814859
1.2387630206642062,6.949703455330522
0.838449830671745,4.213783568793256
1.8694125154728545,9.047028981287141
0.40851839884707286,9.102503174901486
0.791571693582509,5.166142521840586
1.3433804459199425,7.663232425308469
1.5037289848288042,7.202969783546455
0.14508622898631462,6.012280412310261
1.9921928957101889,7.685354875782054
0.146521442199266,5.769409124249157
1.8665187559874181,6.243878152092837
1.761728347372879,8.065364768139027
0.31549366471446394,4.91573508354405
1.667489909279614,7.111679117679062
1.9744661272630086,8.069685322801424
1.3079526354214652,8.237455469962953
0.5987575043999558,5.4064926581455115
1.3267774299321546,10.483213457044942
0.23085734083820442,6.856107254641032
0.21407195541883528,3.792219203301488
1.2096596540604478,4.02097524412344
1.4352243742775959,5.065572920704957
0.5279678032608188,9.123110338106962
0.9770637042987531,10.354900710960532
0.18459693542546685,5.448898743857535
0.8471515451274527,4.367103035566684
1.5422384460392542,6.372819306514391
1.2742267546027592,9.85333123149111
1.1033608422527825,8.814323675063427
0.8553738379613587,10.221278591136324
1.766212786600286,9.18869494985946
